RegionID,SizeRank,RegionName,RegionType,StateName,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,6/30/2022,7/31/2022,8/31/2022,9/30/2022,10/31/2022,11/30/2022,12/31/2022,1/31/2023,2/28/2023,3/31/2023,4/30/2023,5/31/2023,6/30/2023,7/31/2023,8/31/2023,9/30/2023,10/31/2023,11/30/2023,12/31/2023,1/31/2024,2/29/2024
394753,65,"Knoxville, TN",msa,TN,194215.93,195931.53,197481.89,198570.09,199408.06,200131.65,201156.76,202808.43,205493.48,208712.20,212247.45,215579.50,218796.73,222256.51,225825.75,229787.58,234359.36,239835.69,244955.51,248581.56,250585.08,252600.44,255581.65,259401.69,264377.67,270515.91,277205.71,284113.79,290047.14,295612.74,299105.54,300809.84,300683.23,300095.09,299520.43,299349.15,299124.59,300034.03,301819.05,305179.21,308785.01,312991.33,316798.74,320604.83,323932.19,326758.45,328902.21,330124.51,330826.85,331595.99
394367,66,"Baton Rouge, LA",msa,LA,189715.58,191199.98,192346.63,192893.74,192621.87,192066.90,191637.18,192057.18,193442.15,194930.24,196263.99,197145.70,198126.75,199367.77,200584.27,201628.71,202591.49,203867.91,205212.94,206165.71,206636.00,207442.57,208919.84,211036.79,213405.28,215616.89,217831.60,220080.07,222038.07,223856.44,224386.12,224142.32,222820.09,221728.11,221122.78,221113.49,221942.39,222808.39,224059.66,225297.59,226889.18,228134.72,228685.56,228797.41,228807.51,228791.16,228684.81,228273.14,228006.75,228418.17
394843,67,"McAllen, TX",msa,TX,114401.69,115213.84,116097.10,117001.82,117587.45,118147.64,119046.69,120440.62,122137.53,124037.53,126206.22,128344.37,130295.21,131955.88,133514.69,135080.45,136743.03,138721.97,140179.33,140954.28,140839.49,141292.82,142354.03,143959.52,146595.51,149900.15,153801.52,156781.97,159318.30,161695.84,164043.43,165789.32,166829.67,167492.23,167956.16,168048.97,167988.76,168292.56,169149.27,170391.53,171784.95,173015.86,173867.02,174490.88,175437.93,176890.24,178519.10,179757.10,180432.78,180861.09
394908,68,"New Haven, CT",msa,CT,226132.81,227517.32,229394.88,231144.59,232335.11,232683.17,232802.22,233723.87,235995.60,239536.56,243940.60,248652.03,253204.90,257619.22,261980.24,266278.75,270769.56,275223.03,278572.84,280009.46,279468.08,278785.71,278910.89,280518.95,284277.25,289478.90,295314.94,300672.01,305352.25,309449.59,311977.60,312727.28,312263.46,311965.00,312469.09,313257.08,313509.64,314260.79,315626.97,318273.89,321327.50,324696.53,328694.29,332971.08,337115.92,340397.78,342974.42,345031.42,346742.85,348662.63
394561,69,"El Paso, TX",msa,TX,139535.37,140157.61,140830.12,141645.45,142325.11,142961.21,143652.86,144691.36,146215.84,148070.22,150064.45,151770.28,153327.21,154974.95,156816.91,158969.90,161325.44,163962.62,166313.88,168173.20,169421.76,170536.32,171981.43,173782.98,176311.82,179083.83,182040.42,184967.82,187803.57,190756.65,193289.29,195177.83,196322.05,197043.31,197804.87,198564.40,199331.53,199969.19,200779.30,201890.60,203742.52,205557.59,207072.04,208181.45,208977.26,209650.69,209936.97,210306.81,211049.93,212153.34
394318,70,"Allentown, PA",msa,PA,215437.84,216928.22,218522.50,219947.58,221053.31,221919.35,222598.55,223825.01,225903.86,228896.38,232869.24,237147.90,241245.71,245113.50,248798.84,252208.79,255656.19,259334.77,262412.90,264301.28,264568.76,264849.64,265857.92,267835.64,271368.63,275970.14,281437.17,286649.16,290951.52,294390.73,296054.36,296263.56,295740.82,295734.20,296251.02,296666.85,296575.69,296392.68,296978.05,298374.24,300569.85,303045.59,305823.13,308631.22,311085.86,312835.86,314096.35,315235.00,316371.59,317948.59
394952,71,"Oxnard, CA",msa,CA,618761.77,622150.10,626952.97,630462.10,631621.53,630352.08,630209.63,633066.01,640007.02,649276.01,660467.96,671526.13,681862.22,691533.00,700486.52,710542.68,721980.49,734323.35,744878.46,750651.61,753298.82,755375.81,759515.26,765046.86,774881.35,790280.30,810484.84,829241.27,842668.25,849321.51,848780.67,842613.74,833979.15,826235.98,819418.12,812537.81,804645.40,798753.55,797045.03,800110.24,805542.71,811993.41,819446.56,827545.23,834978.41,840417.92,843804.86,845743.46,847002.30,849054.60
394486,72,"Columbia, SC",msa,SC,164953.07,165834.81,166713.96,167426.12,168044.46,168508.05,169216.85,170317.17,171928.35,173826.68,175916.16,177989.34,180070.40,182234.05,184527.04,186860.71,189663.15,193108.62,196438.71,198718.04,199760.50,200716.10,202229.60,204137.13,207240.49,211073.56,215745.11,220288.26,224561.00,228461.37,231312.80,233049.51,233652.24,234093.85,234447.24,234608.02,234211.59,233756.05,233770.32,234425.14,235554.89,237205.67,238547.82,239681.40,240315.34,241163.60,241969.31,242525.64,242674.08,243161.02
753906,73,"North Port, FL",msa,FL,275266.68,276881.24,278283.89,279029.65,278953.59,278832.43,279321.01,281043.91,283928.99,287485.06,291756.73,295973.26,300272.01,304579.81,309412.92,315132.29,322628.31,332267.03,342111.56,350833.54,357773.55,364957.15,372500.59,380283.48,389808.95,401396.43,416028.21,431674.44,446805.03,459373.68,466949.80,469380.69,467528.31,464603.67,462055.60,460128.30,458265.71,456894.39,456276.38,456240.90,456360.44,456976.26,457389.31,457738.97,457798.71,458055.31,457942.51,457166.79,455904.02,454959.68
394457,75,"Charleston, SC",msa,SC,276052.12,277215.26,278577.54,279553.64,280077.96,280442.70,281260.62,282881.99,285494.16,288688.74,292287.81,295903.53,299583.72,303840.93,308478.15,313487.63,318895.52,324789.27,330744.16,335611.75,339536.09,343171.84,347307.20,351801.01,357624.90,364699.22,373325.08,381988.38,390105.95,396997.96,401654.85,403782.93,403458.61,402804.39,402066.48,401196.61,400090.28,399450.67,400098.82,401519.53,403648.39,406580.07,409568.05,412507.83,415009.04,417381.00,419659.02,421504.09,422965.90,424640.33
394648,76,"Greensboro, NC",msa,NC,165163.96,166120.94,167409.47,168900.85,170083.18,170896.57,171805.23,173285.54,175641.48,178311.76,181056.77,183509.65,185777.56,188118.36,190586.32,193272.22,196447.05,200179.54,203353.65,205027.72,205184.81,205272.96,206122.65,207450.05,209859.76,213099.14,217278.55,221845.18,226010.16,229713.40,232039.08,233061.40,233070.98,232987.30,232911.19,232735.56,232228.06,232166.26,232761.66,233919.25,235330.09,236837.23,238357.67,240022.72,241462.78,242588.86,243369.39,243656.52,243677.66,243859.97
395134,77,"Stockton, CA",msa,CA,388739.41,390712.85,393224.83,395829.47,397236.04,397521.74,397460.49,398997.41,402834.18,408583.69,415849.96,423911.16,432100.16,440582.12,449764.60,460232.31,471227.66,482005.63,490551.65,496150.40,499016.24,501152.33,504303.22,508156.04,514745.02,523948.25,535708.69,546470.96,554235.62,558472.17,558614.95,554745.79,547827.05,540355.22,533200.85,526943.09,520489.32,515772.63,512999.27,512669.86,513813.89,515954.36,518884.77,521335.28,522809.40,523879.13,524759.57,525760.41,526429.68,527570.15
394440,78,"Cape Coral, FL",msa,FL,238615.58,239688.18,240457.60,240704.15,240388.05,240115.67,240457.42,242156.09,244887.74,248117.45,251715.01,255192.05,258591.89,261653.42,265363.62,270334.74,277396.05,286408.00,295849.43,304670.30,311899.99,318934.38,325758.28,332577.69,340609.17,350086.84,361619.65,374035.98,386397.90,397304.13,404323.09,407074.75,406267.68,404187.04,401946.83,400081.34,397504.53,395421.01,394349.61,395202.01,396825.27,398600.31,399762.87,400244.67,399978.25,399351.41,398596.91,397714.83,396871.69,396012.09
394399,79,"Boise City, ID",msa,ID,311314.69,315425.52,319899.21,323893.37,326826.19,328597.79,330430.91,333541.10,338977.28,346660.87,356773.51,368831.99,382376.27,397365.21,414089.72,431752.89,449403.37,464440.56,475250.57,480995.29,483305.78,484680.31,486284.94,488530.11,492085.98,497602.57,504803.79,512546.21,518578.43,521605.41,519526.26,513109.56,503449.31,493866.04,484521.91,476102.24,468161.83,461767.14,456946.97,454269.49,453251.17,453890.22,455473.46,457990.03,460177.16,462497.64,463821.14,464582.53,464426.27,465024.26
394484,80,"Colorado Springs, CO",msa,CO,333218.53,335938.79,338880.25,342116.39,344727.17,345960.37,346466.49,347669.92,350369.46,354299.49,359019.00,364506.14,370352.45,376930.82,384507.84,392663.94,401118.02,408850.72,415343.39,420017.09,423296.21,426798.12,431366.89,436669.62,442888.58,449799.79,458055.99,466265.37,473111.39,477286.03,477338.87,474012.19,468698.31,464015.29,460121.68,456670.55,453429.95,450969.84,449322.82,448274.79,447898.26,448769.64,450459.66,452471.26,453865.23,454374.42,454064.78,453415.35,452919.91,453072.69
394798,81,"Little Rock, AR",msa,AR,162227.59,163150.86,164093.18,164956.56,165494.62,165842.74,166342.63,167341.70,168886.68,170534.06,172248.89,173637.64,175006.74,176341.73,177785.21,179380.90,181402.26,183920.31,186544.79,188601.85,189797.55,190728.25,191898.17,193462.28,195534.08,197908.91,200575.17,203178.95,205346.57,206860.97,207761.02,208223.44,208666.23,208983.17,209157.93,208772.20,208021.89,207422.64,207561.39,208417.16,209756.09,210950.94,211487.75,211368.09,211178.89,211352.81,211779.08,212009.11,212165.78,212713.38
394766,82,"Lakeland, FL",msa,FL,196709.53,198194.57,199466.85,200441.52,201036.75,201727.67,202799.20,204512.26,206871.49,209486.77,212409.83,215106.82,218060.59,221057.76,224415.34,227757.49,231474.17,236070.34,240967.68,245570.12,249401.21,253342.73,257980.55,263062.09,269274.24,276579.06,284660.83,293003.52,300596.02,307633.24,312625.48,315469.61,316085.18,315560.95,314521.71,312956.48,310835.07,309021.58,307876.31,307434.04,307270.37,307744.10,308634.29,309620.05,310108.77,310318.42,310390.19,310531.80,310983.86,311707.38
394304,83,"Akron, OH",msa,OH,149048.59,149920.18,150986.99,152090.33,152705.58,153090.06,153545.78,154675.31,156537.56,158791.44,161395.33,163800.56,165911.30,167853.97,169867.07,171976.32,174172.90,176502.86,178417.32,179236.21,179014.96,178607.20,178652.38,179086.95,180649.86,182999.27,185835.20,188484.30,190681.67,192813.40,194131.61,194758.76,194747.29,194835.75,195045.44,195104.65,194583.85,194376.82,194823.04,196175.93,197911.20,199733.21,201486.68,202943.77,204171.04,205013.82,205664.54,206052.39,206387.72,207190.47
394531,84,"Des Moines, IA",msa,IA,208065.07,208547.77,209097.09,209582.13,210036.63,210365.04,210967.98,211922.32,213562.02,215648.80,217799.52,219604.34,220957.42,222411.05,224306.36,226824.87,229772.79,232718.11,235146.97,236669.02,237456.09,238305.55,239668.22,241436.03,243813.57,246418.70,249596.23,252719.84,255868.36,258414.70,259816.78,260076.32,259807.22,259987.14,260499.34,260991.64,260914.21,260805.50,260893.34,261955.18,263510.41,265336.72,266745.13,267693.44,268251.53,268586.45,268913.49,269352.87,270027.75,270826.84
395115,85,"Springfield, MA",msa,MA,232427.32,233444.32,234618.99,235714.22,236655.66,237417.51,238486.70,240133.64,242914.82,246382.49,250527.82,254554.47,258120.33,261482.90,264699.19,268333.30,272272.53,276297.93,279207.77,280262.51,279872.22,279382.79,279488.39,280157.68,282726.95,287092.44,292817.59,298096.22,302620.92,306452.35,308695.04,309011.23,307830.41,306582.32,306023.65,305967.85,306117.30,306949.01,308521.88,310958.76,313597.82,316395.41,318910.09,321450.41,323460.41,325069.78,326195.55,327194.08,328079.69,329098.61
394931,87,"Ogden, UT",msa,UT,324084.86,326722.23,329723.42,332842.65,335018.79,336401.23,337919.74,340988.25,345900.32,352220.70,359340.82,366688.88,373781.10,381566.43,390190.38,399697.74,409670.80,419727.39,429205.31,436899.34,442773.81,447794.95,452913.69,458592.60,465794.48,474850.44,485819.58,496747.15,505425.50,510132.74,509259.82,503937.89,496390.90,490047.42,485138.17,481320.56,477695.87,475200.47,473636.76,473344.75,473879.47,475322.87,477238.12,479008.37,480190.22,482216.20,483725.50,484691.27,484125.37,484250.51
394816,88,"Madison, WI",msa,WI,280552.50,282230.29,284184.31,285863.50,286903.82,287501.18,288116.93,289773.94,292642.43,296380.19,300080.16,303292.50,305894.67,308706.91,311852.28,315869.64,320717.52,325536.90,329166.83,330619.31,330477.62,330009.70,330243.38,331610.54,334314.14,338010.11,343103.92,349067.43,355079.98,359657.92,361634.36,361178.44,359736.46,358904.12,359026.01,359887.35,361407.70,363591.14,366679.22,370377.80,373983.95,376586.99,378322.98,379915.23,381727.83,382911.41,383619.63,383695.89,384378.20,386270.95
395235,89,"Winston, NC",msa,NC,170604.57,171483.71,172521.28,173697.83,174489.10,175207.06,176245.22,178083.17,180662.74,183562.21,186609.86,189541.44,192172.10,194813.78,197468.18,200504.91,204048.78,208167.55,211412.78,213009.67,212954.46,212901.55,213510.34,214492.17,217045.82,220731.42,225646.78,230550.81,235098.70,239279.83,242241.57,243784.69,244111.64,244254.09,244331.58,244309.28,243164.42,242184.39,241884.18,242990.43,244734.80,246490.92,248173.96,250124.03,252118.95,253723.32,254911.06,255328.78,255310.43,255254.78
394528,90,"Deltona, FL",msa,FL,220723.31,222289.25,223674.99,224521.42,224631.02,224676.15,225197.74,226769.45,229293.01,232231.13,235698.95,239035.49,242404.01,245796.74,249529.58,253826.68,259002.39,265313.35,271796.52,277488.80,281898.91,285801.09,289755.95,293868.40,299359.46,306145.86,314284.18,322842.30,331140.38,338521.85,343671.46,346216.84,346612.58,346112.77,345307.21,343982.72,341826.68,339823.10,338513.58,338023.84,337978.80,338627.60,339586.82,340565.04,341083.46,341520.10,341881.73,342143.94,342112.71,342140.52
395143,91,"Syracuse, NY",msa,NY,142478.93,143105.54,143751.31,144338.21,144870.78,145505.29,146410.23,147667.22,149613.62,152035.68,154694.60,156976.88,158698.46,160267.94,161964.18,163951.12,166421.19,169368.27,171822.09,172913.70,172366.58,171633.67,171315.80,171505.64,172761.89,174873.74,177868.65,180962.36,183905.48,186855.08,189100.74,190525.20,191036.61,191207.09,191195.04,191207.32,190990.29,191200.40,191893.69,193732.50,196152.60,199063.09,201875.12,204511.83,206609.63,208303.72,209672.44,210721.07,211483.45,212403.57
395006,92,"Provo, UT",msa,UT,362682.36,365233.06,367883.63,370481.66,372182.70,373215.73,374578.86,377573.14,382739.97,389452.59,397026.44,404929.79,412977.82,421931.03,431270.67,441650.10,453366.86,465591.07,476724.48,484926.63,490486.98,494852.51,499087.21,504011.07,511627.93,522388.66,535793.91,548560.26,558726.71,564491.08,564553.51,559172.79,550637.14,542337.42,535300.36,529917.76,525362.33,521927.47,518623.86,515887.88,514268.07,514713.09,516324.73,518251.04,519623.14,521462.29,522984.03,523848.38,523705.99,523827.76
395160,93,"Toledo, OH",msa,OH,128832.34,129889.54,130932.19,131593.01,131839.33,131933.61,132326.80,133467.69,135251.68,137424.38,139758.97,141946.22,143992.45,146040.52,147978.45,149752.33,151374.90,153019.54,153944.39,153889.44,153068.27,152363.21,151932.67,151867.05,153062.87,155406.24,158255.56,160796.76,162726.14,164412.59,165334.91,165579.11,165274.22,165090.83,164866.73,164485.12,163598.34,163256.60,163586.36,164807.49,166499.73,168578.10,170670.12,172257.13,173461.59,174454.91,175400.51,175926.32,176204.65,176787.48
395224,94,"Wichita, KS",msa,KS,142437.02,143652.96,144926.66,146082.00,146787.11,147433.89,148440.55,149836.08,151654.14,153087.13,154369.17,155137.53,156008.46,156942.12,158175.41,159665.27,161580.90,163872.07,165962.73,167652.74,168805.07,169843.15,171057.52,172430.88,174485.48,176933.53,179715.04,182281.30,184412.31,186334.30,187704.09,188637.42,188916.88,189305.46,189866.03,190656.20,191359.45,191930.49,192909.32,194500.98,196475.79,198389.06,199746.07,200838.16,201468.05,201575.17,201179.77,200646.39,200757.12,201780.34
394549,95,"Durham, NC",msa,NC,263816.23,265030.19,266508.32,267968.65,268896.93,269317.86,270158.68,272179.82,,279637.38,283847.06,287762.26,291251.55,295058.95,299184.01,304056.19,309622.11,315867.46,322023.57,327112.63,331208.50,335208.51,339999.26,345369.42,352167.19,359968.41,369308.05,379109.54,388553.45,396349.02,400525.32,400929.31,398659.58,396054.03,393475.05,390763.87,387940.68,385860.51,385051.91,385641.05,387530.34,390485.93,393631.89,396466.08,398622.12,400304.29,401681.26,402405.43,402590.76,403187.88
394352,96,"Augusta, GA",msa,GA,155420.08,156438.66,157614.59,158727.23,159533.01,160088.63,160822.18,162138.44,164193.93,166594.81,169167.21,171465.22,173591.16,175662.73,177800.93,180072.26,182551.94,185320.69,187831.25,189617.44,190684.09,191864.85,193454.96,195301.73,198019.74,201468.94,205123.23,208543.53,211408.48,214328.54,216295.85,217482.52,217876.15,218287.99,218673.55,218911.53,218456.31,217991.48,218249.58,219506.50,221015.73,222140.76,222792.63,223436.99,223995.06,224522.28,224810.92,224866.92,224714.51,224838.85
394957,97,"Palm Bay, FL",msa,FL,224478.06,226100.57,227555.22,228779.25,229339.67,229771.97,230659.19,232375.51,235066.34,238164.50,241923.95,245776.05,249816.67,253695.37,257721.46,261856.74,266664.53,272265.87,277934.57,282795.40,286440.85,289919.55,293984.87,298651.82,304798.10,311899.30,320192.24,328976.85,337610.23,345412.58,350512.33,352901.81,353092.33,352741.72,352086.57,350743.17,348603.95,346620.52,345464.76,345361.44,345845.71,346993.78,348233.97,349608.41,350640.68,351598.04,352331.39,352964.70,353118.29,353322.43
394711,98,"Jackson, MS",msa,MS,144026.95,144418.40,145035.98,145668.69,145984.07,145862.18,146189.01,146969.43,148263.14,149514.80,151119.11,152831.73,154556.11,156232.55,157973.14,159896.65,161884.18,163881.44,165494.23,166636.73,167341.16,168372.47,170059.95,172049.93,174187.94,176009.80,177743.73,179322.51,180728.57,182469.06,184017.43,185157.10,185613.00,185686.20,185672.55,185393.87,184588.99,183631.84,183127.39,183836.80,185273.95,186679.50,187537.83,187982.58,188001.06,187652.54,186671.01,185875.89,185404.73,185338.07
394666,99,"Harrisburg, PA",msa,PA,196810.37,197553.37,198306.81,199354.56,199981.10,200498.75,201180.78,202486.15,204546.67,206994.86,209809.99,212313.90,214411.81,216361.91,218831.23,221506.79,224625.06,227726.10,229861.08,230561.89,229708.08,229477.13,229972.43,231573.61,234439.66,238405.86,243121.36,247448.79,251017.51,253876.11,255458.15,256003.55,255905.75,256189.61,256906.72,257671.05,258260.38,258912.02,260091.65,261985.97,264325.67,266813.08,268809.48,270546.19,271705.48,272378.03,272466.11,272640.41,273048.79,274217.19
395113,100,"Spokane, WA",msa,WA,269491.95,273496.49,278090.73,281564.23,284049.49,285748.26,287347.91,289881.26,293822.27,298784.69,304185.54,309603.58,314664.74,320960.67,328321.27,337266.39,346390.58,355419.19,363156.87,368510.19,371359.39,373112.44,375104.19,377973.59,382580.62,389010.77,397343.13,406193.25,413968.57,419419.37,420643.53,418107.57,413186.25,408997.96,405729.91,403078.20,399691.02,396946.92,395288.61,395268.92,396159.26,397419.43,398597.77,399634.19,400281.75,400487.32,400287.69,399796.38,399103.69,398826.45
